Artist Name,Title,Thumbnail,Label,Genre,master release date
Tony Alvon & The Belairs,Boom-Boom-Boom / Sexy Coffee Pot,https://i.discogs.com/3tcLZABaqU4AEPySzCJwUnCEzL83N-kXqfu-ai-9q5E/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMxNTg1/MzMtMTQ0Mzc5MDUy/OS00ODg3LmpwZWc.jpeg,,Funk / Soul,1969
Cresa Watson,Dead ,https://i.discogs.com/-tl37DmeSSUI-5BVAVxokgZcDavq8oX9UE4T8TkA_tc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY2NjY4/MjctMTQ0NDcyNzUy/Mi05Mjg4LmpwZWc.jpeg,,Funk / Soul,1969
Big Ella,Too Hot To Hold / Come Back Home,https://i.discogs.com/-_P-Hi0dlXz1pMOk9DFLVEusexHzUKVX7eWKrJfCWho/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzMTAw/OTMtMTYxMzIyMDIz/OS02MDMxLmpwZWc.jpeg,Salem Records,Funk / Soul,1969
"Jimmy ""Bo"" Horne",If You Want My Love,https://i.discogs.com/Ab8yRbi171RHIMrT8AfOA7Nk0kV5Sn1mL6spMw_r-08/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzOTEx/MTg3LTE2NTgwNTI3/MDEtMzI4Ny5qcGVn.jpeg,,Funk / Soul,1972
Airto Fogo,Jungle Bird / Black Soul,https://i.discogs.com/lf9rgRth91xv0WBSA9se8uUtaxkkl26ClSY0nmO-M_o/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE5MDI0/NjYtMTQ2NzI0MDQ4/OS0zOTMwLmpwZWc.jpeg,,"Jazz, Latin, Funk / Soul",1974
Tony Gregory / The Soul Brothers,Get Out My Life Woman / Sugar Cane,https://i.discogs.com/nHANAaoWLztCJCI-uhq1xQVx2Qg9k21C1NL4vf3FGZM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUxNDAw/MTktMTQxMzQ1MjU1/Ni01NjA5LmpwZWc.jpeg,Coxsone Records,"Reggae, Funk / Soul",1966
Ruby Andrews,You Made A Believer (Out Of Me) / Where Have You Gone,https://i.discogs.com/ok-aO03V4BhbcIDjPctlEXHLmSg6oaPkhiJ2QnZtiM8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ5Njk5/MDMtMTYyMzY0MTg4/Mi03NjgwLmpwZWc.jpeg,Zodiac Records,Funk / Soul,1969
Jerry O,There Was A Time / Funky Charge,https://i.discogs.com/l7dkQ8vb7v7z_cMqlQglTa70I8W88e33fi2UcxzfukE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM5OTE4/NzgtMTM1MTYyNTMx/MS0yNTQzLmpwZWc.jpeg,,Funk / Soul,1969
Freddie Waters,Love Is A Two Way Thing / I've Got A Good Love,https://i.discogs.com/60t8QE7jLEtyxYhLpHRqmCWUCYqzkCRlHcMxfcsleZQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQyNzI1/MjQtMTUxNzIxMjYw/OS0xNzcwLmpwZWc.jpeg,,Funk / Soul,1973
The Vibrettes,Humpty Dump,https://i.discogs.com/WgZItmha1x2wZlrvfBQcEnBOsjeUeed6YYkJYcBboEU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU1NzQz/NC0xMjM1ODE4Nzgw/LmpwZWc.jpeg,,Funk / Soul,1973
No To Co,See See Rider,https://i.discogs.com/ZQs39_yYuV_qoW3BYpn6BERRs2aennMZnqbhPYeOO1U/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExMDkz/MzA4LTE1MDk3MzMy/ODMtNjg4Ni5qcGVn.jpeg,,Rock,1970
Color Climax,Batidas Latinas ,https://i.discogs.com/D6QyXutshMn8I3dMc8-NMjO0KAtU74mWBp4kUskx7O4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2OTQ4/My0xNTMxMTA1NzQ4/LTg4NjcuanBlZw.jpeg,Breakin' Bread (3),"Latin, Funk / Soul",2002
The Village Callers,Hector / I'm Leaving,https://i.discogs.com/etl-ulLRpipBdxgDTnobzDtfzJlIxR1LmP-Qg8vOklk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTcwMjY0/OC0xMTgxNzI4NTQ3/LmpwZWc.jpeg,,"Latin, Funk / Soul",1968
Sam Dees / Bettye Swann,Storybook Children,https://i.discogs.com/0QUb4o-DILOtvxVgOyDOfr9273C__sr2DH88VcqbMrk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIxODAz/MjItMTM3NTM3NzU5/MC02NDAwLmpwZWc.jpeg,Atlantic,Funk / Soul,1975
Barrett Strong,Stand Up And Cheer  For The Preacher,https://i.discogs.com/pDz5TZNp8CqhClq2ir14nKoyr1G6DLgkGeou-ljo6Do/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTcwNDU2/OC0xNDY0MzkwMjA0/LTg4MjkuanBlZw.jpeg,Epic,Funk / Soul,1973
The Rimshots,Dance Girl,https://i.discogs.com/Eni6BxvYg-v5VinSRCgmF3h5qL5vFHmg7Rp5kKnHMvU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTcwMjY4/OC0xMTU1NzM5MTI0/LmpwZWc.jpeg,Astroscope,Funk / Soul,1974
The Rock & Roll Dubble Bubble Trading Card Co. Of Philadelphia,Bubble Gum Music / On A Summer Night,https://i.discogs.com/Cx7ynS7pjF9Y5vUhb2ujFfbiFg0t8wPrgWri-PREgqk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3Mjc2/NjgtMTMxNTE4MDU5/NS5qcGVn.jpeg,Buddah Records,"Rock, Pop",1968
Anthony Butler & The Invaders,The Chokin' Kind,https://i.discogs.com/bM8rsZBtfArfOgQRuH3B5CInO3slYxR60crX-yg8WDw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE5OTU3/NzgtMTMzNjkxMDEw/NS04MjQzLmpwZWc.jpeg,,Funk / Soul,1969
Patrick Samson / Cool Heat,Na Na Hey Hey (Kiss Him Goodbye) / Groovin With Mr. Bloe,https://i.discogs.com/N0XIowF0BBpiS-Otnhe2raBAwFMh3x95KNKUxsnokdE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ2NDg0/ODItMTM3MjUzMDc4/Ni05MzQyLmpwZWc.jpeg,Carosello,"Rock, Funk / Soul",1970
Cleveland Wrecking Co.,Superfine From Behind Lady,https://i.discogs.com/6b8GfR1NqhBlCxfbZMyb1O3AhWffv4Nwp35jgCIYQ3A/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMxMDg0/MjQtMTMyMDE1ODYx/MS5qcGVn.jpeg,Glen Glenn Sound Records,Funk / Soul,1975
Mac And Katie Kissoon,Beautiful World Out There,https://i.discogs.com/f19XW1eFJ-nPXtl15ZosOAb2n15M3H0JSpeMibH0IFg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1ODE1/MjgtMTM1NzA1Mzcx/OS04OTMyLmpwZWc.jpeg,Young Blood International,Pop,1973
The Soul Investigators,Theme / Downtown,https://i.discogs.com/IwRPZ5_VxSSAc72fCy1ogFfBhYw1HxgqerTQRz0FgZU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4MzQ2/MjMtMTI0NjYxOTU4/Ny5qcGVn.jpeg,,Funk / Soul,2009
Monk Higgins / The Specialties,Gotta Be Funky / Big Water Bed,https://i.discogs.com/AL7tPbvxEG6_qnrgjwVr8l90KYElC8Ff_eSSU_Itd9s/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODA4/OTEtMTM5NDQ2NDA0/Ny0zOTk1LmpwZWc.jpeg,,"Jazz, Funk / Soul",1972
Lindsey Buckingham,Trouble,https://i.discogs.com/CdxqMhuEUNzU91_iZWci0aFcMA79xok3KuCYCUYV3F8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3NDEw/NDAtMTM5NDMyNDYz/NC02MzcxLmpwZWc.jpeg,,Rock,1981
The Black On White Affair,"Bold Soul Sister, Bold Soul Brother / A Bunch Of Changes",https://i.discogs.com/UsXxvZMhMfdJ1lWV3g-6fQmKN8d8BHBGvwhH24LUZpg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTcxMTIx/ODktMTU1MDg2NzQz/MC05NjIyLmpwZWc.jpeg,,Funk / Soul,1970
The Firebirds (7),Soul Sonata / I Just Don't Believe You,https://i.discogs.com/KVQjq50kFVxX8hDq1ywH9atLbiw7JHQ1QjICLmaYUdE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc2NTg5/NTctMTQ4NzY5NDg1/MC04NTc5LmpwZWc.jpeg,Excello,Funk / Soul,1969
Lee Moses,"Reach Out, I'll Be There / Day Tripper",https://i.discogs.com/hwzCaRggNyUjfP_GdReSxRSzTyAZZ6Y7UGPM5ybhcfU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE5NjU5/NTUtMTI1NTUzMjEz/Ny5qcGVn.jpeg,,Funk / Soul,1967
Los Relampagos,Bwana / El Canto De La Sirena,https://i.discogs.com/0_dO8IWUTRrxLFy76tU2XC0fAZl7rOQRhhZtlgXu_X8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQwMjM2/MDMtMTM1MjY3ODg2/Ny02OTU0LmpwZWc.jpeg,Novola,"Rock, Pop",1968
Richard McDonald,I'm Gonna Love You Just A Little More Baby,https://i.discogs.com/g3yHxkgTihKJ8pEXgd0gvfhMH-E15LIWAmcIvHyzns4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTYzMjk0/ODktMTUxMDQwMDE4/Ni00NjI2LmpwZWc.jpeg,Tobin,"Reggae, Funk / Soul",1973
Engelbert Humperdinck,When There's No You / Put Your Hand In The Hand,https://i.discogs.com/GmgbZSTpa9qxXJXNBgOODu-Eg-V1eatVNrP2JQR4w68/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg2MTg0/ODktMTQ2NTI0OTc2/MS0yOTM1LmpwZWc.jpeg,Decca,Pop,1971
Seleno Clarke,Exploitation Of Soul / Stimulation,https://i.discogs.com/OSwCIbeRT95qceoPCsXbM5tPjdDFVQhcqxaoN4V_mFU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExMzMw/NDI3LTE1MTQzNzUy/MTEtMTg4My5qcGVn.jpeg,,Funk / Soul,
The Meters,Stretch Your Rubber Band,https://i.discogs.com/RcDxWGUVjLb2nZMTleSLaX8G7PkyMOiCAZvN4hYEymU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5Mzkz/ODQtMTc4MjEyNjI0/NS0yMzU3LmpwZWc.jpeg,Josie,Funk / Soul,1971
The Poets (2),Fun Buggy,https://i.discogs.com/ZOt9fgfExvU-zx8ifMmUBsydY1Wl-GtdQoUrCZIndAE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMyODE2/MDItMTQwNjYxODU1/OS0xNjMwLmpwZWc.jpeg,Barrs,"Rock, Funk / Soul",1971
Lee Dorsey,"Get Out Of My Life, Woman",https://i.discogs.com/bhxHx693IY8x4wkG5jd2fpGNHN931BIBkNQFNR2QdNA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkwNjAz/MTItMTQ3NDA3MDgw/Ny04MDQ5LmpwZWc.jpeg,,Funk / Soul,1965
The New Breed (5) / Tim and Bill,Little Bit A Soul,https://i.discogs.com/79nSxsNzN3deyDM8eH2WMCEDLDSoycREZoFBeu7bwos/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY1NDM0/MDctMTc3MDMwNjE2/NC01MjY0LmpwZWc.jpeg,,Funk / Soul,1967
Willie Tee,"Funky, Funky Twist / First Taste Of Hurt",https://i.discogs.com/8MxY_2aYiHH-AEFpbS1EEXtBJeaz9K3YaiIeIzr_5Po/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4MDk4/MzUtMTc1MzQxOTY5/Ny03NjY1LmpwZWc.jpeg,,Funk / Soul,1972
Mary Jane Hooper,I've Got What You Need,https://i.discogs.com/Kk00CKYFZa34mwhm0X56kOhS2ciUjF0T7PMD5rKBQxA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY0NzY0/NDAtMTUwNDk1NDcx/Ny05MDUwLmpwZWc.jpeg,,Funk / Soul,1969
Chuck Jackson,And That's Saying A Lot / All In My Mind,https://i.discogs.com/M6zN8P0uR0DFgJQfiTG-HKtgh2Ldd_vxJ7dcmcxXPJ4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0MjY5/MjM0LTE2NzkzNDY4/NjctNzA2My5qcGVn.jpeg,,Funk / Soul,1966
Smokey Johnson,It Ain't My Fault,https://i.discogs.com/NiukuF8XLpe1-7qAPm_oBB26JBaNa5ZE41RXWSOjxKI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU5MDcx/NDctMTU0MDg0Njg2/Ny05NTU3LmpwZWc.jpeg,,Funk / Soul,1964
Lavell Hardy,Don't Lose Your Groove,https://i.discogs.com/tIRj_yMEGqNxFCUNrEPDn8e8lO1MD7EepNenI7q7Ncs/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE5NDAy/MTktMTU0MDg0NzM5/My05NjQ5LmpwZWc.jpeg,Rojac Records,Funk / Soul,1967
Backyard Heavies,Chitlin' Strut / Humpin',https://i.discogs.com/9m9y1Jde2r1ioZtBrbHdhZMog8MQVEyFepaK94yecNw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ5MzIy/MDQtMTQxMTQ5MjI0/My04OTAwLmpwZWc.jpeg,,Funk / Soul,1972
Hi Voltage (2) / Hi Voltage (2),Smile / Midnight Blue,https://i.discogs.com/4Kr-W8FfJfbD_2O3Ez5EcT2iT0StTFR-ufXK4i-OGEA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyMjI3/NDQtMTIwMTgwNDU3/Ny5qcGVn.jpeg,,Funk / Soul,1979
Harry Ray,Ride Your Pony Girl / Best Thing For Me,https://i.discogs.com/HcNs1XASrW8_XtU6FNGSZShkN7R1UDRwBC3-PSJ33oI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2NjUw/MDEtMTU5MTY0NDI1/NC0yOTExLmpwZWc.jpeg,All Platinum Records Inc.,Funk / Soul,1974
Adam Rogers (5) / The Eleventh Version,Put Your Hand In The Hand / Jesus Made Me Higher,https://i.discogs.com/_zbm1DqXK_JLbTL9pgFU-W8dIFShwIVaqfDjN2XRq-I/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyMDE2/NTY3LTE1MjY2Mjgw/MjQtNTMzMy5qcGVn.jpeg,,Funk / Soul,1971
Tony Roman / Nanette Workman,Hey Joe,https://i.discogs.com/4469_xWiul8BdqIIBoKqTb8FKHpusqD5FyljR0hHba0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY2NjM4/MDYtMTQ2ODUwNTQx/Mi04NDE1LmpwZWc.jpeg,,"Rock, Funk / Soul, Pop",1967
Sketches (5),I Dig The Girl,https://i.discogs.com/LB1eDW_f1cP-13X-kKUkUgOhdsTqnYwsc1dGr1-vkzc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3NjI3/MzctMTM3MTI4OTg0/OC0xMzYyLmpwZWc.jpeg,"Denim, Denim",Funk / Soul,1977
Johnny Tolbert / De Thangs,Git Sum,https://i.discogs.com/xEA3OLU2ygMSZS5CRlVHPDrRXTGvWw1XzDoiPij0PBU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU1MTAy/MS0xMzU4MzEzMDg1/LTE3NTguanBlZw.jpeg,Jasman Records,Funk / Soul,1970
Mighty Tom Cats,Dance Girl / Finger In It,https://i.discogs.com/pGjBwzTkGV6ZxqWIsGPR7YTMpQt9HeJ0kNjgnuCPk7k/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI4MDE0/MDgtMTM2Mjg2Njcw/NC0zOTM0LmpwZWc.jpeg,Paul Winley Records,Funk / Soul,1974
Dick Fraser / Larry Morrow,Come On Cavs (Got To Make It Happen),https://i.discogs.com/Y4Rwc6OttS4-II5taPwtD2ipKfsuHivnYTHoAhCZ6Nk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwODQ0/MjQzLTE1MDUyMjc4/MTItOTc0OS5qcGVn.jpeg,3WE,Funk / Soul,1975
King Creole (3),Maharishi,https://i.discogs.com/vt98P33YKls7veaFl1fppDtVFjfyIlNQ5YHl2MFBAvg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkyNzYz/MTUtMTUwNzczNzM3/OS01MDEzLmpwZWc.jpeg,Kader,Rock,1976
Aaron (14),Jos Vois / Taikausko,https://i.discogs.com/X2AmwbiRKMJe6sr02OIjFVQ_CS_UcvIm7R0QkGRBBiI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzMDg4/OTg0LTE1NDg5NTk4/MjQtMjExOC5qcGVn.jpeg,Traveller Records,Funk / Soul,2018
"Don ""Soul Train"" Campbell",Campbell Lock,https://i.discogs.com/_sbDZUrwDofPfwYuP3HbG6MiGC4QTDTKSzD-gKEPuEQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY0Nzc1/My0xMTQzMDQ0MjQy/LmpwZWc.jpeg,,Funk / Soul,
Carlos Dafé,Pra Que Vou Recordar,https://i.discogs.com/ZllJxE4kN0NF7HT2M7Wcx44YKmGKRGB6pkzvzZOzPxs/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyMDc5/MDAtMTYxMDIxNzg0/MC0yODU5LmpwZWc.jpeg,Warner Bros. Records,"Latin, Funk / Soul",1977
The Isley Brothers,Get Into Something,https://i.discogs.com/-H4bbr-qMUb3K2bnG8xiMIjv17iKKQZZfKYxErqE4gk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0OTU1/OTItMTI5MTg0Njgx/MC5qcGVn.jpeg,,Funk / Soul,1970
Mr. Bloe,Groovin' With Mr. Bloe,https://i.discogs.com/8ItdlVKR1cH1ZzKev0v1vnP8QTOqxheb9aTJLdsDCQE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MTcz/NjMtMTUwMzI0MTg1/NC0xODU4LmpwZWc.jpeg,,"Rock, Funk / Soul",1970
Gianni Safred,Alle Tastiere,https://i.discogs.com/lKpdXYhvl6--prRFfJJg3QaazGutHVZIGl3JkjeGWuE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTcwMzY0/NTktMTcwMzYwNzk1/Ny04MTU1LmpwZWc.jpeg,Golden Record (2),"Electronic, Funk / Soul",1979
Wilbur Bascomb & The Zodiac / The Three Reasons,"Just A Groove In ""G"" / Take Me Back",https://i.discogs.com/1fa0QAqbr4I_Yz8JnlfMNcSijrGbsInFnqRINcD2Qdc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg1Mjc0/Mi0xNDUwNjIyNTU1/LTcxMjAuanBlZw.jpeg,Carnival Records,Funk / Soul,1971
John Terra,In De Duinen / Neem Me Mee,https://i.discogs.com/7csUhnL9O5n1nza557Vxji33F52evZs4YAXBDQlerNo/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzNTU5/MzAtMTUxOTM2MzEz/My01MDU2LmpwZWc.jpeg,Parlophone,Pop,1971
Papoose (3),Julie,https://i.discogs.com/206ADWYfZgJMsLWOTei-s9G76dqgIAppTb5BDDDd-lI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc4Mzc5/NDAtMTQ0OTg2Mzky/NS0zNTM4LmpwZWc.jpeg,,Rock,1972
Milly & Silly,I'm A Xmas Tree,https://i.discogs.com/KfpDzA2TOpPnHhXR5xwfgkCTBJR8qqWrb8VTp4yJjig/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ5NDA5/MDUtMTQwMjE2MzMy/OC0xOTk0LmpwZWc.jpeg,Right-On Records,Funk / Soul,1973
John McCain (3),They Call Me The Man,https://i.discogs.com/J3XwS92i7_zCZ0RA00ksEqCD6OFLV1dj7nBmOhrRTec/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTYxNzQw/MzAtMTU0NTE1NDM2/OS00MTM1LmpwZWc.jpeg,Witch's Brew,Funk / Soul,1974
Trials-N-Tribulations (T.N.T.),Stand Up For Jesus / Revival Show,https://i.discogs.com/XmPjozp_iTWhGO-oW8CUHLAejHw_SOkVBPa3GHMrKPs/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzOTk2/MzI3LTE1NjU3MjIy/NjAtMjE1NS5qcGVn.jpeg,Roxan Records,Funk / Soul,
Sam Moultrie,Funky Jerk,https://i.discogs.com/_bE5NEBNLX3VwXuaXQzKdzQqREeGtw8TV4n14FjeAus/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1Njg3/OTQtMTI5MDg5NjAy/Mi5qcGVn.jpeg,,Funk / Soul,1969
The Diasonics,Drunk Bach,https://i.discogs.com/0lA_5ErmieoHXTBKBPaOFyn_IVBlTghgIctwwUD3bNs/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0ODM0/ODgwLTE1ODI0OTgx/OTQtNTM2MC5qcGVn.jpeg,Fnr,Funk / Soul,2020
Jesse Anderson,I Got A Problem ,https://i.discogs.com/lG_vskY_T2UNMJQBH47kG5Btonw2ZPBA2JEu6kWY6RE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY0Nzcw/NS0xNDMzOTA2Njg3/LTk5MzkuanBlZw.jpeg,Thomas,Funk / Soul,1969
Rogier van Otterloo,Help! / Irene,https://i.discogs.com/KolV2I7DUHxz7SPGeGCLgu2oV_w2Mu5DDdkuhkxjP4I/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0MDQy/OTctMTU5ODM4NjY5/MC0xMTMyLmpwZWc.jpeg,CBS,"Jazz, Funk / Soul, Classical, Stage & Screen",1974
Great Pride,She's A Lady,https://i.discogs.com/h26WQkzyeQbDKJ40U1uy6lVeTwD7PDMBHj5mXpfi7io/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUwMDYy/ODAtMTM4MTk0MTA1/NS0zMzUwLmpwZWc.jpeg,,Funk / Soul,1974
Dillard Crume & The Soul Rockers / Electric & Acoustic Sound,Let A Woman Be A Woman / Melting Pot,https://i.discogs.com/1fXdtDtfqpW1W7YB9GOlY2Z3HZqxmu2kc0UZzJdD9NA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyMDky/NjYtMTI5MjM2Mzk5/NC5qcGVn.jpeg,"Soul Galore, Soul Galore",Funk / Soul,2010
